Groupe;Numéro;Libellé groupe;Sexe;Boursier des lycées (code);Boursier des lycées;Boursier (Code);Boursier;Type établissement;Type établissement (Code);UAI établissement;Libellé établissement;Commune établissement;Département établissement;Pays établissement;Pays établissement (Code);Série/Domaine/Filière;Spécialité/Mention/Voie;Spécialité (Code);Série diplôme;Série diplôme (Code);Dominante diplôme (Code);Dominante diplôme;Spécialité diplôme;Spécialité diplôme (Code);Date de validation;Candidature validée (O/N);Candidature validée (Code)
14119;1047121;Bac ES;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0311384L;Université Toulouse 3 Paul Sabatier;Toulouse;31;France;99100;Licence - Sciences - technologies - santé;Mécanique;;Economique et social;ES;;;Mathématiques;11;31/03/2018;Oui;1
14084;1028085;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;31/03/2018;Oui;1
101103;1260242;Bac STMG;M;0;Non;0;Non boursier;;;;;;;;;;;;Sciences et Technologies du Management et de la Gestion;STMG;;;Gestion et Finance;536;13/03/2018;Oui;1
14084;1110773;Bac S;F;0;Non;2;Boursier de l'enseignement supérieur;Ecole;11;0312390E;La Prépa des INP - Groupe INP - Toulouse;Toulouse;31;France;99100;La prépa des INP;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;24/03/2018;Oui;1
14084;1108239;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0440139M;I.U.T. Nantes;Carquefou;44;France;99100;DUT - Production;Génie mécanique et productique;;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;31/03/2018;Oui;1
14118;1171590;Bac L;F;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0572081C;Université de Lorraine -Site de Metz;Metz;57;France;99100;Arts et Culture;;;Littéraire;L;;;Théatre et expression dramatique;30;22/03/2018;Oui;1
14084;1238739;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;31/03/2018;Oui;1
14084;1087330;Bac S;M;0;Non;0;Non boursier;Université;4;0171463Y;Université de La Rochelle;La Rochelle;17;France;99100;Licence - Sciences - technologies - santé;Informatique;;Scientifique;S;2;Sciences de l'ingénieur;Physique-chimie;32;30/03/2018;Oui;1
14119;1034767;Bac ES;F;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0331766R;Université Bordeaux Montaigne;Pessac;33;France;99100;Licence - Arts-lettres-langues;Langues étrangères appliquées;;Economique et social;ES;;;Mathématiques;11;30/03/2018;Oui;1
14084;1166400;Bac S;F;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0632035V;Université Clermont Auvergne;Clermont-Ferrand;63;France;99100;Licence - Arts-lettres-langues;Arts du spectacle;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;27/03/2018;Oui;1
14084;1166438;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;28/02/2018;Oui;1
1539;1248675;Autres candidats;F;0;Non;0;Non boursier;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Production;Informatique;;Générale;GEN;;;;;31/03/2018;Oui;1
14119;1042715;Bac ES;F;0;Non;0;Non boursier;Université;4;0691775E;Université Lumière-Lyon 2;Lyon;69;France;99100;Licence - Sciences humaines et sociales;Information et communication;;Economique et social;ES;;;Mathématiques;11;31/03/2018;Oui;1
60249;1164663;Bac Pro;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0370800U;Universite François-Rabelais - Tours;Tours;37;France;99100;Licence - Sciences - technologies - santé;Physique, chimie;;Professionnelle;P;;;Electrotechnique, énergie, équipements communicants;186;30/03/2018;Oui;1
14119;1032225;Bac ES;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0490970N;Université Angers;Angers;49;France;99100;Licence - Sciences humaines et sociales;Histoire;;Economique et social;ES;;;Sciences sociales et politiques;353;31/03/2018;Oui;1
14084;1053745;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;Licence - Sciences - technologies - santé;Mathématiques, physique, chimie, informatique;;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;30/03/2018;Oui;1
14084;1088666;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0875023M;Lycée Maryse Bastie;Limoges;87;France;99100;F.C.I.L. AVN 87;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;28/03/2018;Oui;1
60251;1205996;Bac STD2A;F;0;Non;0;Non boursier;Université;4;0691775E;Université Lumière-Lyon 2;Lyon;69;France;99100;Licence - Sciences humaines et sociales;Sciences du langage;;Sciences Technologiques du Design et des Arts Appliquées;STD2A;;;;;30/03/2018;Oui;1
14119;1223641;Bac ES;M;0;Non;0;Non boursier;I.U.T;3;0731487V;IUT de CHAMBERY;Le Bourget-du-Lac;73;France;99100;Internet des objets & technologies numériques : de l'idée à la commercialisation;;;Economique et social;ES;;;Mathématiques;11;30/03/2018;Oui;1
14084;1237486;Bac S;F;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;31/03/2018;Oui;1
14084;1211476;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;Ecole;11;0180974L;INSA CENTRE VAL DE LOIRE;Bourges;18;France;99100;STPI;;;Scientifique;S;2;Sciences de l'ingénieur;Physique-chimie;32;31/03/2018;Oui;1
14118;1145418;Bac L;F;0;Non;0;Non boursier;Université;4;0860856N;Université de Poitiers;Poitiers;86;France;99100;Licence - Arts-lettres-langues;Arts du spectacle;;Littéraire;L;;;Mathématiques;11;12/03/2018;Oui;1
14084;1040450;Bac S;F;0;Non;2;Boursier de l'enseignement supérieur;Lycée à classe postbac;1;0910625K;Lycée ROSA PARKS;Montgeron;91;France;99100;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;24/03/2018;Oui;1
14114;1182144;Bac STI2D;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0311086M;I.U.T de Toulouse;Toulouse;31;France;99100;DUT - Production;Informatique;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Energies et environnement;338;31/03/2018;Oui;1
14119;1146437;Bac ES;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0450855K;Université d'Orléans;Orléans;45;France;99100;Licence - Droit-économie-gestion;Economie et gestion;;Economique et social;ES;;;Economie approfondie;352;28/03/2018;Oui;1
101103;1203241;Bac STMG;M;0;Non;0;Non boursier;;;;;;;;;;;;Sciences et Technologies du Management et de la Gestion;STMG;;;Systèmes d'information et de gestion;538;13/03/2018;Oui;1
14084;1168058;Bac S;F;0;Non;0;Non boursier;Université;4;0692437Z;Université Jean Moulin Lyon 3;Lyon 8e  Arrondissement;69;France;99100;Licence - Droit-économie-gestion;Droit;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;29/03/2018;Oui;1
14084;1186820;Bac S;M;0;Non;0;Non boursier;Université;4;0450855K;Université d'Orléans;Orléans;45;France;99100;Licence - Arts-lettres-langues;Langues étrangères appliquées;;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;31/03/2018;Oui;1
14114;1060685;Bac STI2D;F;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0171463Y;Université de La Rochelle;La Rochelle;17;France;99100;Licence - Sciences - technologies - santé;Informatique;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;25/03/2018;Oui;1
14118;1060776;Bac L;M;0;Non;0;Non boursier;;;;;;;;;;;;Littéraire;L;;;Arts plastiques;25;12/03/2018;Oui;1
14084;1068537;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;22/03/2018;Oui;1
1539;1161844;Autres candidats;F;0;Non;0;Non boursier;;;;;;;;;;;;Professionnelle;P;;;Accompagnement, soins et services à la personne Option B : « en structure »;296;28/03/2018;Oui;1
60251;1061342;Bac STD2A;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0851400K;Lycée Jean Monnet;Les Herbiers;85;France;99100;BTS - Production;Design de produits;;Sciences Technologiques du Design et des Arts Appliquées;STD2A;;;;;29/03/2018;Oui;1
14114;1062532;Bac STI2D;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Production;Informatique;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;31/03/2018;Oui;1
14114;1074510;Bac STI2D;M;0;Non;0;Non boursier;;;;;;;;;;;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;30/03/2018;Oui;1
14119;1074678;Bac ES;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0370800U;Universite François-Rabelais - Tours;Tours;37;France;99100;Licence - Droit-économie-gestion;Droit;;Economique et social;ES;;;Mathématiques;11;08/03/2018;Oui;1
14084;1059602;Bac S;M;0;Non;0;Non boursier;Lycée à classe postbac;1;0630069H;Lycée Jean Zay;Thiers;63;France;99100;BTS - Production;Conception de produits industriels;;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;30/03/2018;Oui;1
101103;1059894;Bac STMG;M;0;Non;0;Non boursier;;;;;;;;;;;;Sciences et Technologies du Management et de la Gestion;STMG;;;Mercatique;206;26/03/2018;Oui;1
14114;1089867;Bac STI2D;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Production;Génie mécanique et productique;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;10/03/2018;Oui;1
14119;1192360;Bac ES;M;0;Non;0;Non boursier;;;;;;;;;;;;Economique et social;ES;;;Economie approfondie;352;;Non;0
14084;1023559;Bac S;M;0;Non;0;Non boursier;Université;4;0860856N;Université de Poitiers;Poitiers;86;France;99100;Licence - Arts-lettres-langues;Arts du spectacle;;Scientifique;S;2;Sciences de l'ingénieur;Physique-chimie;32;10/03/2018;Oui;1
14119;1071076;Bac ES;F;0;Non;0;Non boursier;Université;4;0641688M;Université de Pau et des Pays de l'Adour - Campus de Bayonne;Bayonne;64;France;99100;Licence - Droit-économie-gestion;Droit;;Economique et social;ES;;;Mathématiques;11;31/03/2018;Oui;1
14084;1153390;Bac S;F;0;Non;0;Non boursier;Université;4;0851415B;Institut Catholique d'Etudes Sup. (ICES);La Roche-sur-Yon;85;France;99100;Licence - Sciences - technologies - santé;Mathématiques;;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;31/03/2018;Oui;1
14084;1221757;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Production;Informatique;;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;30/03/2018;Oui;1
14084;1069734;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;31/03/2018;Oui;1
1539;1235514;Autres candidats;M;0;Non;0;Non boursier;;;;;;;;;;;;Sciences et technologies de la gestion;STG;;;Comptabilité et finance d'entreprise;207;;Non;0
14119;1057910;Bac ES;M;0;Non;0;Non boursier;Université;4;0171463Y;Université de La Rochelle;La Rochelle;17;France;99100;Licence - Droit-économie-gestion;Droit;;Economique et social;ES;;;Sciences sociales et politiques;353;30/03/2018;Oui;1
14084;1063978;Bac S;M;0;Non;0;Non boursier;Université;4;0370800U;Universite François-Rabelais - Tours;Tours;37;France;99100;Licence - Sciences humaines et sociales;Histoire;;Scientifique;S;2;Sciences de l'ingénieur;Mathématiques;11;12/03/2018;Oui;1
14114;1112753;Bac STI2D;M;0;Non;0;Non boursier;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Production;Informatique;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;25/03/2018;Oui;1
1539;1112796;Autres candidats;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;Webmaster et métiers de l'internet;;;Professionnelle;P;;;Réalisation de produits imprimés et plurimédia option A productions graphiques;559;30/03/2018;Oui;1
60249;1021804;Bac Pro;M;0;Non;2;Boursier de l'enseignement supérieur;Lycée à classe postbac;1;0180008L;Lycée Pierre-Emile Martin;Bourges;18;France;99100;BTS - Production;Electrotechnique;;Professionnelle;P;;;Electrotechnique, énergie, équipements communicants;186;05/03/2018;Oui;1
14118;1075625;Bac L;M;0;Non;0;Non boursier;;;;;;;;;;;;Littéraire;L;;;Langue renforcée;23;30/03/2018;Oui;1
14114;1183171;Bac STI2D;M;0;Non;2;Boursier de l'enseignement supérieur;Lycée à classe postbac;1;0641732K;Lycée Saint-John Perse;Pau;64;France;99100;BTS - Services;Services informatiques aux organisations;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;23/03/2018;Oui;1
14118;1183290;Bac L;F;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;;;;Littéraire;L;;;Langue renforcée;23;31/03/2018;Oui;1
14084;1126099;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;30/03/2018;Oui;1
14114;1088817;Bac STI2D;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0311713U;I.U.T de Blagnac;Blagnac;31;France;99100;DUT - Production;Informatique;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;29/03/2018;Oui;1
14084;1088961;Bac S;F;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;Licence - Sciences - technologies - santé;Sciences pour l'ingénieur;;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;26/03/2018;Oui;1
14119;1017818;Bac ES;M;0;Non;0;Non boursier;Université;4;0450855K;Université d'Orléans;Orléans;45;France;99100;Licence - Droit-économie-gestion;Gestion;;Economique et social;ES;;;Economie approfondie;352;02/03/2018;Oui;1
14119;1017930;Bac ES;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0331766R;Université Bordeaux Montaigne;Pessac;33;France;99100;Licence - Arts-lettres-langues;Langues, littératures & civilisations étrangères;;Economique et social;ES;;;Sciences sociales et politiques;353;;Non;0
60249;1010080;Bac Pro;M;0;Non;0;Non boursier;;;;;;;;;;;;Professionnelle Agricole;PA;;;Aménagements paysagers;284;;Non;0
14114;1107780;Bac STI2D;M;0;Non;2;Boursier de l'enseignement supérieur;Lycée à classe postbac;1;0360043B;Lycée Blaise Pascal;Châteauroux;36;France;99100;BTS - Production;Technico-commercial (BTS);;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Innovation Technologique et Eco conception;339;31/03/2018;Oui;1
1539;1078434;Autres candidats;M;0;Non;0;Non boursier;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;Licence - Sciences - technologies - santé;Sciences de la vie;;Sciences et technologie de laboratoire;STL;;;Biotechnologies;272;11/03/2018;Oui;1
14084;1018825;Bac S;M;0;Non;0;Non boursier;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;Licence - Sciences - technologies - santé;Sciences pour l'ingénieur;;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;31/03/2018;Oui;1
14114;1019023;Bac STI2D;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0632035V;Université Clermont Auvergne;Clermont-Ferrand;63;France;99100;Licence - Sciences - technologies - santé;Informatique;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14119;1011896;Bac ES;F;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0171463Y;Université de La Rochelle;La Rochelle;17;France;99100;Licence - Arts-lettres-langues;Langues étrangères appliquées;;Economique et social;ES;;;Sciences sociales et politiques;353;29/03/2018;Oui;1
14119;1011937;Bac ES;F;0;Non;0;Non boursier;;;;;;;;;;;;Economique et social;ES;;;Mathématiques;11;28/03/2018;Oui;1
14118;1012760;Bac L;F;0;Non;0;Non boursier;;;;;;;;;;;;Littéraire;L;;;Cinéma-audiovisuel;26;11/03/2018;Oui;1
14084;1154958;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Production;Informatique;;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;30/03/2018;Oui;1
14084;1049369;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Production;Informatique;;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;;Non;0
14084;1199672;Bac S;M;0;Non;0;Non boursier;Université;4;0141408E;Université de Caen Normandie;Caen;14;France;99100;Licence - Sciences - technologies - santé;Sciences de la vie;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;30/03/2018;Oui;1
14084;1238184;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Informatique et Sciences du numérique;350;28/03/2018;Oui;1
14084;1006714;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;2;Sciences de l'ingénieur;Informatique et Sciences du numérique;350;13/03/2018;Oui;1
14118;1122727;Bac L;F;0;Non;0;Non boursier;Université;4;0951793H;Université de Cergy-Pontoise;Cergy;95;France;99100;Licence - Droit-économie-gestion;Economie et gestion;;Littéraire;L;;;Langue renforcée;23;28/03/2018;Oui;1
14084;1104998;Bac S;M;0;Non;0;Non boursier;Université;4;0141408E;Université de Caen Normandie;Caen;14;France;99100;Licence - Sciences - technologies - santé;Informatique;;Scientifique;S;1;Sciences de la Vie et de la Terre;Sciences de la vie et de la terre;34;30/03/2018;Oui;1
14118;1139607;Bac L;M;0;Non;0;Non boursier;Université;4;0370800U;Universite François-Rabelais - Tours;Tours;37;France;99100;;;;Littéraire;L;;;Cinéma-audiovisuel;26;14/03/2018;Oui;1
14084;1092912;Bac S;M;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;28/03/2018;Oui;1
14114;1205301;Bac STI2D;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0870125N;I.U.T du Limousin - site de Limoges;Limoges;87;France;99100;DUT - Production;Informatique;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;30/03/2018;Oui;1
14084;1181114;Bac S;F;0;Non;2;Boursier de l'enseignement supérieur;Lycée à classe postbac;1;0450049J;Lycée Pothier;Orléans;45;France;99100;Classe préparatoire littéraire;B/L - Lettres et sciences sociales;;Scientifique;S;1;Sciences de la Vie et de la Terre;Mathématiques;11;31/03/2018;Oui;1
14119;1034364;Bac ES;M;0;Non;0;Non boursier;I.U.T;3;0560861G;I.U.T de Vannes;Vannes;56;France;99100;;;;Economique et social;ES;;;Mathématiques;11;25/03/2018;Oui;1
14119;1055554;Bac ES;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0311382J;Université Toulouse 1 Capitole;Toulouse;31;France;99100;Licence - Droit-économie-gestion;Droit;;Economique et social;ES;;;Sciences sociales et politiques;353;19/03/2018;Oui;1
14114;1047879;Bac STI2D;M;0;Non;2;Boursier de l'enseignement supérieur;I.U.T;3;0641478J;I.U.T. de Bayonne;Anglet;64;France;99100;DUT - Production;Informatique;;Sciences et Technologies de l'Industrie et du Développement Durable;STI2D;;;Système informatique et numérique;340;25/02/2018;Oui;1
14119;1035746;Bac ES;F;0;Non;0;Non boursier;Lycée à classe postbac;1;0870081R;Lycée Beaupeyrat;Limoges;87;France;99100;BTS - Services;Comptabilité et gestion;;Economique et social;ES;;;Economie approfondie;352;31/03/2018;Oui;1
14119;1230551;Bac ES;F;0;Non;0;Non boursier;Université;4;0870669E;Université de Limoges;Limoges;87;France;99100;;;;Economique et social;ES;;;Mathématiques;11;31/03/2018;Oui;1
14119;1111520;Bac ES;M;0;Non;0;Non boursier;;;;HUMAN ACADEMY;Angoulême;16;France;99100;MANGA PRO;;;Economique et social;ES;;;Mathématiques;11;17/03/2018;Oui;1
14084;1172417;Bac S;F;0;Non;0;Non boursier;;;;;;;;;;;;Scientifique;S;1;Sciences de la Vie et de la Terre;Physique-chimie;32;31/03/2018;Oui;1
14084;1076138;Bac S;M;0;Non;2;Boursier de l'enseignement supérieur;Université;4;0370800U;Universite François-Rabelais - Tours;Tours;37;France;99100;DUT - Production;Génie électrique et informatique industrielle;;Scientifique;S;2;Sciences de l'ingénieur;Pas de spécialité (S.I);36;27/03/2018;Oui;1
